record_id,ph,temperature_c,water_level_percent,ec_nutrient,label
659,5.64,29.39,47.85,1.26,warning
660,5.85,23.16,66.36,1.56,normal
661,6.67,18.98,44.4,1.2,warning
662,6.6,18.1,52.07,1.25,warning
663,6.33,24.25,83.71,1.83,normal
664,5.72,18.02,48.19,1.15,warning
665,7.32,31.9,25.76,0.66,anomaly
666,5.99,20.05,94.24,2.37,normal
667,6.31,22.77,83.49,2.21,normal
668,5.04,16.32,26.71,0.82,anomaly
669,5.88,27.51,66.34,2.02,normal
670,6.02,24.37,74.6,1.56,normal
671,6.09,26.06,91.43,1.48,normal
672,5.87,20.13,83.16,2.0,normal
673,5.96,20.19,89.22,2.37,normal
674,5.96,26.95,92.43,1.82,normal
675,5.83,24.59,73.75,1.43,normal
676,5.81,26.3,70.73,1.44,normal
677,6.08,27.79,79.05,1.68,normal
678,5.51,28.66,48.1,1.32,warning
679,5.49,28.36,48.55,1.13,warning
680,6.59,19.26,48.4,1.13,warning
681,6.17,21.29,80.02,2.21,normal
682,6.57,29.28,52.91,1.02,warning
683,6.07,25.58,66.77,2.04,normal
684,6.42,27.17,70.41,1.63,normal
685,5.97,25.38,88.91,2.07,normal
686,6.57,28.34,45.14,1.03,warning
687,4.89,15.49,25.91,0.92,anomaly
688,6.13,24.96,74.39,1.83,normal
689,6.19,26.8,67.05,2.33,normal
690,6.38,24.45,87.28,1.42,normal
691,6.86,18.37,54.54,1.1,warning
692,6.56,18.18,46.16,1.26,warning
693,6.22,25.46,80.14,1.83,normal
694,6.34,21.81,84.23,1.63,normal
695,6.32,21.75,62.1,1.53,normal
696,6.39,20.36,85.7,1.74,normal
697,6.45,22.66,76.29,1.41,normal
698,5.98,20.22,82.1,1.83,normal
699,5.92,22.37,83.23,2.37,normal
700,6.42,24.62,79.74,1.9,normal
701,5.86,24.81,71.93,2.32,normal
702,5.9,25.72,70.27,1.93,normal
703,6.43,26.34,83.67,2.08,normal
704,4.97,15.24,27.65,0.79,anomaly
705,6.31,22.59,83.28,1.96,normal
706,5.89,20.76,89.1,2.32,normal
707,5.87,23.22,85.51,2.18,normal
708,5.8,25.7,72.48,1.65,normal
709,6.18,26.81,93.52,1.97,normal
710,5.86,24.39,73.3,2.01,normal
711,5.97,20.76,71.02,1.5,normal
712,6.49,23.55,78.62,2.27,normal
713,7.31,32.02,28.85,0.83,anomaly
714,5.89,25.06,64.49,1.98,normal
715,6.29,26.03,90.55,1.9,normal
716,6.58,19.46,51.73,1.33,warning
717,5.89,27.71,63.78,1.88,normal
718,6.18,20.69,62.0,1.51,normal
719,6.18,21.87,82.32,2.22,normal
720,6.15,25.51,68.83,1.71,normal
721,6.43,26.48,80.41,2.13,normal
722,6.25,23.73,66.65,2.1,normal
723,6.05,27.29,60.73,1.72,normal
724,6.34,25.62,71.6,2.08,normal
725,6.33,23.63,74.43,2.33,normal
726,5.88,24.68,93.93,1.78,normal
727,6.04,24.05,65.67,2.06,normal
728,5.07,17.53,20.86,0.69,anomaly
729,6.11,25.19,62.15,2.21,normal
730,5.18,31.86,26.03,0.7,anomaly
731,5.89,23.13,65.69,2.13,normal
732,5.84,24.42,80.83,2.27,normal
733,6.04,26.42,78.91,1.48,normal
734,6.44,23.17,70.37,1.54,normal
735,6.1,24.77,62.82,2.34,normal
736,6.83,30.4,55.74,1.31,warning
737,6.46,20.99,90.63,2.37,normal
738,6.31,20.32,74.19,1.92,normal
739,6.46,25.38,76.84,2.21,normal
740,4.81,15.04,12.1,0.72,anomaly
741,6.07,20.44,80.98,2.3,normal
742,5.95,23.54,61.69,2.22,normal
743,5.63,18.13,52.0,1.31,warning
744,6.09,27.66,78.94,2.01,normal
745,6.24,24.57,66.47,1.46,normal
746,6.33,24.19,67.94,2.07,normal
747,6.11,21.31,66.46,1.6,normal
748,5.84,23.18,77.91,1.88,normal
749,6.39,21.16,77.7,1.46,normal
750,6.2,24.53,90.73,1.96,normal
751,6.96,17.38,28.01,0.52,anomaly
752,5.3,33.95,11.82,0.75,anomaly
753,6.05,27.92,83.95,2.35,normal
754,6.07,24.44,62.69,1.4,normal
755,6.25,23.29,77.14,1.82,normal
756,6.03,21.42,63.44,2.36,normal
757,6.31,22.52,73.76,1.64,normal
758,5.93,26.38,83.71,1.95,normal
759,6.45,20.58,69.82,1.75,normal
760,6.6,30.22,47.59,1.16,warning
761,7.3,31.89,25.93,0.91,anomaly
762,6.53,29.99,50.42,1.16,warning
763,6.5,21.08,83.64,1.8,normal
764,5.91,27.59,90.79,2.31,normal
765,7.08,33.13,19.09,0.79,anomaly
766,5.91,23.77,79.37,1.97,normal
767,6.32,20.2,72.42,2.18,normal
768,5.98,25.56,79.86,2.2,normal
769,5.64,30.74,51.39,1.2,warning
770,5.8,23.97,70.0,2.13,normal
771,6.21,27.53,66.1,1.87,normal
772,6.24,24.4,74.26,1.92,normal
773,6.52,29.81,51.34,1.32,warning
774,6.32,27.3,80.02,1.58,normal
775,5.94,21.97,70.72,1.96,normal
776,6.1,24.92,62.86,1.49,normal
777,6.16,21.71,69.91,1.8,normal
778,5.41,18.59,40.38,1.06,warning
779,6.73,30.47,58.94,1.28,warning
780,6.42,20.39,68.09,2.3,normal
781,5.95,21.11,90.07,1.9,normal
782,5.97,26.06,86.6,1.71,normal
783,5.95,27.81,82.6,2.33,normal
784,6.35,26.13,84.21,2.37,normal
785,5.89,25.37,85.53,1.98,normal
786,6.15,22.5,74.96,2.05,normal
787,5.49,30.77,57.28,1.14,warning
788,5.75,29.96,46.45,1.02,warning
789,5.88,21.99,71.09,2.21,normal
790,5.52,28.89,53.12,1.37,warning
791,6.03,24.0,82.6,1.91,normal
792,6.02,26.42,90.15,1.54,normal
793,7.23,33.63,17.7,0.92,anomaly
794,6.29,25.94,83.72,1.65,normal
795,5.47,19.82,47.28,1.07,warning
796,6.58,19.1,48.76,1.32,warning
797,6.55,18.89,46.9,1.34,warning
798,6.67,18.62,52.9,1.25,warning
799,5.97,27.54,70.44,2.18,normal
800,5.9,20.09,79.05,2.38,normal
801,6.05,22.75,78.22,1.84,normal
802,6.71,29.25,41.39,1.26,warning
803,6.09,23.38,87.48,1.6,normal
804,5.65,28.23,49.74,1.13,warning
805,6.5,23.48,92.22,1.75,normal
806,5.94,23.35,67.69,1.4,normal
807,5.3,17.18,30.44,0.96,anomaly
808,5.88,24.1,72.21,1.77,normal
809,6.3,20.88,61.25,2.39,normal
810,5.84,21.52,61.36,1.79,normal
811,5.53,30.64,56.45,1.0,warning
812,6.9,29.73,44.72,1.21,warning
813,5.31,16.55,20.51,0.62,anomaly
814,6.83,19.88,44.44,1.03,warning
815,6.19,22.33,74.61,1.78,normal
816,5.75,30.54,41.14,1.12,warning
817,6.02,21.31,87.41,1.52,normal
818,5.89,20.56,91.83,1.59,normal
819,5.61,30.24,43.21,1.33,warning
820,6.16,26.16,92.72,2.31,normal
821,5.75,18.96,47.47,1.21,warning
822,6.28,21.34,70.86,1.9,normal
823,6.76,18.22,47.17,1.16,warning
824,5.99,27.65,93.38,1.75,normal
825,5.93,23.14,93.17,1.54,normal
826,5.44,18.91,51.93,1.07,warning
827,6.46,27.34,91.06,2.03,normal
828,6.64,30.79,42.82,1.23,warning
829,6.56,19.84,52.21,1.23,warning
830,6.05,26.59,67.14,1.87,normal
831,5.47,28.68,40.48,1.27,warning
832,5.84,24.88,68.43,1.79,normal
833,5.9,22.38,63.14,2.31,normal
834,6.14,20.99,70.77,2.33,normal
835,6.48,21.65,85.95,1.95,normal
836,6.72,19.38,46.23,1.15,warning
837,6.88,29.78,40.94,1.1,warning
838,5.96,25.95,92.17,1.82,normal
839,6.47,23.56,77.12,1.75,normal
840,5.14,15.91,34.3,0.68,anomaly
841,6.75,28.22,47.51,1.02,warning
842,6.27,23.6,86.21,1.76,normal
843,5.93,25.99,79.1,1.6,normal
844,6.32,23.86,67.56,2.37,normal
845,6.68,18.57,53.44,1.1,warning
846,5.89,21.65,60.03,1.44,normal
847,7.24,33.24,30.57,0.79,anomaly
848,6.89,30.82,41.3,1.35,warning
849,6.03,26.53,80.91,1.79,normal
850,6.4,22.72,90.44,1.49,normal
851,6.58,19.57,50.17,1.25,warning
852,5.95,20.33,71.27,1.96,normal
853,6.68,30.12,50.02,1.1,warning
854,6.31,20.97,70.6,1.93,normal
855,6.22,21.33,73.29,2.02,normal
856,5.23,17.09,28.67,0.81,anomaly
857,6.14,24.23,71.71,1.92,normal
858,6.36,21.49,62.97,1.84,normal
859,6.11,22.21,79.54,1.75,normal
860,5.34,17.1,22.72,0.66,anomaly
861,7.18,32.04,38.15,0.75,anomaly
862,5.97,23.87,75.02,1.47,normal
863,6.39,21.92,66.82,1.9,normal
864,5.42,29.27,55.85,1.05,warning
865,6.11,26.75,69.18,1.82,normal
866,6.11,24.62,79.98,1.73,normal
867,5.87,22.93,63.48,2.17,normal
868,5.37,32.6,27.55,0.72,anomaly
869,6.33,22.26,71.13,2.32,normal
870,6.14,27.3,81.36,1.95,normal
871,6.04,26.82,79.57,1.91,normal
872,5.81,27.71,73.19,2.0,normal
873,6.28,27.46,80.15,1.53,normal
874,6.34,23.25,90.79,2.05,normal
875,6.56,19.61,54.45,1.26,warning
876,5.93,26.05,76.6,1.63,normal
877,5.83,22.61,76.4,1.55,normal
878,6.97,33.96,25.53,0.51,anomaly
879,6.11,26.53,90.98,1.49,normal
880,6.44,23.1,89.03,1.53,normal
881,7.37,31.39,16.54,0.66,anomaly
882,6.87,18.06,41.21,1.15,warning
883,6.01,27.86,82.5,2.12,normal
884,5.02,16.86,37.38,0.61,anomaly
885,6.33,23.15,81.29,1.84,normal
886,5.49,29.17,46.74,1.16,warning
887,6.21,27.07,65.31,2.0,normal
888,6.09,25.61,74.38,1.9,normal
889,6.28,25.29,61.34,1.77,normal
890,7.16,16.35,32.73,0.92,anomaly
891,6.13,23.09,93.83,2.1,normal
892,6.4,23.84,62.41,1.95,normal
893,6.41,21.63,88.93,1.96,normal
894,6.48,24.1,70.18,1.87,normal
895,6.59,18.98,48.96,1.09,warning
896,6.03,27.52,72.01,2.39,normal
897,5.93,27.13,76.11,2.11,normal
898,6.96,32.94,9.22,0.51,anomaly
899,5.45,19.78,54.89,1.0,warning
900,5.75,19.87,56.86,1.35,warning
901,6.23,27.42,93.67,1.91,normal
902,6.0,27.67,65.0,1.98,normal
903,6.0,23.24,94.96,1.45,normal
904,5.86,21.24,75.38,1.91,normal
905,6.02,20.7,70.61,2.37,normal
906,5.0,17.3,37.4,0.54,anomaly
907,6.47,24.3,60.5,1.66,normal
908,6.29,25.87,94.84,1.69,normal
909,6.17,23.25,65.92,2.38,normal
910,5.59,18.52,49.79,1.39,warning
911,6.06,26.18,65.97,1.78,normal
912,6.1,26.25,76.95,2.19,normal
913,6.04,26.48,68.34,1.62,normal
914,5.98,20.07,82.69,1.91,normal
915,6.48,24.57,90.22,1.54,normal
916,6.41,24.66,85.13,1.77,normal
917,6.12,23.16,90.35,1.64,normal
918,7.03,33.53,21.75,0.66,anomaly
919,6.28,22.19,85.78,1.45,normal
920,6.07,22.83,71.05,1.89,normal
921,5.93,22.48,94.12,1.81,normal
922,6.2,27.87,68.46,2.08,normal
923,5.64,18.01,54.05,1.08,warning
924,6.84,30.82,58.11,1.03,warning
925,6.04,24.96,79.07,1.53,normal
926,5.97,21.71,74.39,2.1,normal
927,6.06,23.13,94.18,2.35,normal
928,6.54,18.68,54.78,1.33,warning
929,6.78,29.94,40.19,1.16,warning
930,6.29,26.13,70.64,2.21,normal
931,6.11,25.82,84.25,2.39,normal
932,6.26,24.88,92.03,1.56,normal
933,5.62,29.6,56.89,1.22,warning
934,6.16,20.41,68.15,1.89,normal
935,5.93,24.03,71.3,1.66,normal
936,5.89,27.42,90.37,2.11,normal
937,6.34,26.46,86.87,1.51,normal
938,6.38,24.62,82.62,1.86,normal
939,5.82,25.11,62.85,1.84,normal
940,6.18,21.07,84.21,2.2,normal
941,5.87,21.16,90.7,1.93,normal
942,5.87,25.2,90.38,2.23,normal
943,5.85,20.9,61.73,1.66,normal
944,5.98,23.08,93.0,2.01,normal
945,5.68,30.59,46.48,1.39,warning
946,6.0,27.45,60.86,2.1,normal
947,6.89,18.04,52.28,1.25,warning
948,6.26,27.86,91.91,1.84,normal
949,6.05,26.61,84.55,1.86,normal
950,6.1,23.75,92.5,2.04,normal
951,6.17,20.53,94.04,1.76,normal
952,6.05,25.46,83.18,2.12,normal
953,6.02,21.0,82.94,1.44,normal
954,6.41,27.13,75.72,1.86,normal
955,6.27,26.57,68.56,1.82,normal
956,5.74,29.07,57.31,1.32,warning
957,5.42,19.2,41.74,1.3,warning
958,5.93,21.51,66.45,1.46,normal
959,6.39,20.14,61.72,1.97,normal
960,5.53,19.89,53.97,1.24,warning
961,6.32,25.4,67.21,1.75,normal
962,5.89,25.41,90.05,2.36,normal
963,5.93,20.85,88.45,1.98,normal
964,6.35,25.63,89.21,1.46,normal
965,5.73,18.04,40.64,1.23,warning
966,6.3,21.41,68.24,1.89,normal
967,4.92,31.74,12.55,0.82,anomaly
968,5.91,25.47,80.78,2.15,normal
969,6.11,23.24,94.44,1.69,normal
970,6.05,24.52,68.83,2.32,normal
971,6.43,20.83,82.98,2.31,normal
972,6.48,23.62,93.1,2.08,normal
973,5.93,22.43,63.26,1.54,normal
974,6.1,26.36,64.95,1.53,normal
975,5.94,20.78,65.84,2.32,normal
976,6.77,28.73,51.95,1.1,warning
977,6.12,27.13,79.93,2.23,normal
978,7.25,33.09,29.29,0.62,anomaly
979,5.44,19.55,48.17,1.17,warning
980,6.33,27.49,92.93,1.57,normal
981,6.61,19.66,52.03,1.28,warning
982,6.3,20.22,73.14,2.03,normal
983,6.38,21.88,82.83,1.81,normal
984,5.88,20.14,91.83,1.67,normal
985,6.59,30.07,57.4,1.2,warning
986,5.45,18.12,41.9,1.11,warning
987,6.54,29.31,47.91,1.06,warning
988,5.28,15.42,26.0,0.96,anomaly
989,6.39,23.57,84.8,2.13,normal
990,6.05,25.1,62.47,1.76,normal
991,6.5,23.8,88.56,1.83,normal
992,5.63,28.82,47.93,1.06,warning
993,5.81,26.99,68.28,1.61,normal
994,5.52,28.66,56.41,1.16,warning
995,6.51,19.2,49.84,1.0,warning
996,6.3,23.54,85.63,1.63,normal
997,5.63,18.84,47.9,1.1,warning
998,5.66,28.26,46.82,1.39,warning
999,6.14,24.53,92.09,2.2,normal
1000,6.3,24.69,77.23,1.59,normal
1001,5.97,27.32,71.74,2.35,normal
1002,6.24,24.34,64.53,1.78,normal
1003,6.24,23.57,87.23,1.62,normal
1004,6.08,27.41,84.86,1.82,normal
1005,5.86,27.88,83.32,1.69,normal
1006,5.88,27.73,66.12,2.05,normal
1007,6.3,26.21,83.57,2.01,normal
1008,5.43,28.74,53.92,1.27,warning
1009,5.97,22.25,74.39,1.63,normal
1010,6.42,27.72,71.95,1.74,normal
1011,6.28,26.6,65.13,1.56,normal
1012,5.64,30.71,54.62,1.32,warning
1013,6.46,23.25,87.01,1.88,normal
1014,6.54,30.46,43.82,1.31,warning
1015,5.51,19.08,50.94,1.25,warning
1016,6.47,20.36,65.01,1.41,normal
1017,6.45,25.33,88.79,1.41,normal
1018,6.12,23.99,62.53,2.08,normal
1019,6.34,23.88,65.23,2.05,normal
1020,6.41,24.9,65.5,2.36,normal
1021,5.85,25.01,68.86,2.2,normal
1022,6.71,30.61,50.39,1.21,warning
1023,6.09,26.83,89.97,1.5,normal
1024,5.98,27.0,64.51,2.12,normal
1025,6.24,22.85,87.61,1.63,normal
1026,5.96,25.71,90.58,1.53,normal
1027,6.56,18.86,54.42,1.04,warning
1028,6.37,27.49,77.97,2.35,normal
1029,6.08,26.79,77.25,1.87,normal
1030,6.39,26.66,74.12,1.73,normal
1031,6.2,21.91,87.79,1.89,normal
1032,5.87,21.91,93.22,1.71,normal
1033,6.12,22.46,61.23,1.72,normal
1034,6.19,22.85,75.66,2.37,normal
1035,5.98,21.95,76.02,2.16,normal
1036,6.3,20.17,74.66,2.18,normal
1037,6.19,21.64,85.97,1.45,normal
1038,6.85,19.56,57.21,1.05,warning
1039,6.15,20.66,66.86,2.34,normal
1040,7.36,15.37,28.43,0.98,anomaly
1041,6.27,20.42,63.98,1.4,normal
1042,7.3,17.11,16.82,0.68,anomaly
1043,6.54,29.95,57.73,1.25,warning
1044,5.58,28.44,43.19,1.2,warning
1045,6.24,27.57,80.29,1.94,normal
1046,5.84,21.5,61.14,2.14,normal
1047,6.84,19.75,47.07,1.1,warning
1048,6.09,27.89,61.96,1.54,normal
1049,6.24,20.44,89.28,1.91,normal
1050,6.19,21.37,66.92,1.72,normal
1051,5.95,20.93,93.95,1.42,normal
1052,6.63,28.37,52.21,1.31,warning
1053,5.21,17.67,10.25,0.84,anomaly
1054,6.44,25.2,63.16,2.35,normal
1055,6.04,23.22,61.79,1.9,normal
1056,6.08,22.81,87.05,2.2,normal
1057,6.06,22.99,65.3,2.2,normal
1058,6.65,28.61,58.73,1.3,warning
1059,6.2,27.29,79.39,1.57,normal
1060,6.39,25.15,82.78,2.27,normal
1061,6.55,19.39,51.53,1.07,warning
1062,5.68,19.69,40.34,1.16,warning
1063,6.23,25.31,89.27,1.62,normal
1064,6.4,21.25,94.12,2.24,normal
1065,6.49,20.78,70.61,2.04,normal
1066,6.45,20.53,79.23,1.99,normal
1067,5.98,22.92,89.53,1.59,normal
1068,5.62,29.39,56.49,1.17,warning
1069,5.07,33.18,34.91,0.93,anomaly
1070,5.86,25.8,70.9,2.18,normal
1071,6.14,26.22,73.38,1.84,normal
1072,6.06,24.21,88.31,1.76,normal
1073,6.27,22.16,69.71,2.33,normal
1074,6.76,19.3,50.37,1.14,warning
1075,5.94,27.61,74.3,1.87,normal
1076,5.83,25.74,78.83,1.91,normal
1077,6.32,21.35,66.65,1.86,normal
1078,5.97,25.16,82.78,2.22,normal
1079,5.85,22.19,94.3,2.0,normal
1080,6.71,30.35,58.4,1.21,warning
1081,6.46,25.39,62.27,1.87,normal
1082,6.13,23.64,80.38,1.76,normal
1083,6.15,26.64,83.24,1.74,normal
1084,5.34,17.08,38.0,0.94,anomaly
1085,6.17,20.22,68.63,1.86,normal
1086,6.19,25.94,69.79,1.96,normal
1087,6.09,26.0,84.27,2.39,normal
1088,6.15,22.64,75.42,2.26,normal
1089,6.42,21.63,90.57,1.46,normal
1090,5.53,18.57,46.69,1.33,warning
1091,5.94,23.4,73.49,2.32,normal
1092,5.6,29.08,48.29,1.06,warning
1093,7.04,33.23,35.33,0.75,anomaly
1094,5.62,30.64,45.11,1.01,warning
1095,6.74,19.9,41.21,1.22,warning
1096,6.68,29.84,51.69,1.16,warning
1097,6.04,22.12,84.01,2.35,normal
1098,6.37,20.44,78.83,1.47,normal
1099,7.23,16.3,30.13,0.95,anomaly
1100,5.88,24.23,64.44,1.99,normal
1101,6.24,20.08,66.82,1.89,normal
1102,5.03,15.8,20.74,0.61,anomaly
1103,4.88,15.42,14.24,0.54,anomaly
1104,5.81,20.68,88.27,2.17,normal
1105,5.3,33.63,32.77,0.75,anomaly
1106,6.39,25.82,94.33,1.56,normal
1107,5.95,26.34,66.54,1.47,normal
1108,7.32,16.04,35.95,0.95,anomaly
1109,5.85,22.0,83.43,2.29,normal
1110,6.22,21.51,88.17,2.37,normal
1111,6.15,20.69,79.57,1.9,normal
1112,6.11,22.67,78.26,1.99,normal
1113,6.33,25.7,72.82,1.45,normal
1114,6.6,29.27,42.94,1.14,warning
1115,6.19,23.09,74.71,1.96,normal
1116,5.85,27.05,62.73,2.11,normal
1117,7.09,33.02,30.93,0.54,anomaly
1118,6.09,23.77,61.72,1.59,normal
1119,5.58,19.17,45.17,1.05,warning
1120,6.44,24.65,78.67,2.0,normal
1121,6.36,24.19,64.09,1.53,normal
1122,6.46,22.47,90.43,2.16,normal
1123,5.83,20.81,85.5,1.6,normal
1124,6.15,25.8,63.96,1.81,normal
1125,6.18,26.55,66.01,2.21,normal
1126,6.19,25.6,74.42,1.54,normal
1127,6.17,25.11,71.83,2.31,normal
1128,5.86,23.6,86.47,2.19,normal
1129,6.43,22.14,74.37,2.3,normal
1130,5.67,18.38,43.39,1.09,warning
1131,5.98,22.56,64.72,1.7,normal
1132,6.11,22.77,86.13,2.29,normal
1133,6.8,28.91,55.35,1.1,warning
1134,5.89,26.87,82.18,1.65,normal
1135,6.17,25.24,68.16,2.26,normal
1136,6.29,20.13,73.04,1.75,normal
1137,5.85,26.32,67.62,2.08,normal
1138,5.62,29.87,45.6,1.22,warning
1139,6.63,30.42,50.36,1.26,warning
1140,7.02,15.63,20.87,0.54,anomaly
1141,5.96,22.33,87.03,1.48,normal
1142,6.74,19.49,58.27,1.31,warning
1143,5.96,27.47,72.06,1.56,normal
1144,6.46,20.03,68.33,2.34,normal
1145,5.88,24.56,90.16,1.88,normal
1146,5.2,33.2,25.29,0.65,anomaly
1147,5.8,23.6,89.29,1.97,normal
1148,4.97,31.29,32.58,0.94,anomaly
1149,7.34,32.58,27.72,0.58,anomaly
1150,6.0,25.89,75.87,2.39,normal
1151,6.05,23.86,77.61,1.72,normal
1152,6.88,19.64,55.69,1.12,warning
1153,6.02,23.74,70.0,2.36,normal
1154,5.87,24.21,62.0,1.51,normal
1155,6.13,23.47,87.99,2.14,normal
1156,6.03,22.53,87.09,1.45,normal
1157,6.36,23.82,64.58,1.64,normal
1158,5.31,33.8,37.94,0.61,anomaly
1159,6.59,28.94,41.69,1.2,warning
1160,5.33,15.31,38.01,0.95,anomaly
1161,5.88,20.68,91.83,1.59,normal
1162,6.11,24.79,62.51,1.63,normal
1163,5.34,32.57,16.53,0.95,anomaly
1164,5.85,27.27,93.52,1.48,normal
1165,6.01,23.14,66.29,1.98,normal
1166,5.1,15.98,21.48,0.59,anomaly
1167,6.34,22.12,86.85,1.61,normal
1168,6.13,27.55,92.61,1.61,normal
1169,5.9,24.08,76.12,2.3,normal
1170,7.15,31.43,17.92,0.71,anomaly
1171,5.94,20.3,82.52,1.66,normal
1172,5.96,26.42,89.8,1.88,normal
1173,6.48,21.6,67.54,1.69,normal
1174,6.07,27.29,81.54,1.81,normal
1175,7.01,17.55,20.49,0.82,anomaly
1176,6.25,22.56,63.27,1.83,normal
1177,6.46,23.8,71.1,2.17,normal
1178,6.02,26.5,90.35,2.07,normal
1179,6.2,26.11,64.78,1.63,normal
1180,6.8,19.73,55.57,1.14,warning
1181,6.27,25.62,93.46,1.93,normal
1182,6.47,25.14,70.44,1.53,normal
1183,5.54,28.32,41.15,1.16,warning
1184,6.11,25.99,88.98,2.17,normal
1185,5.94,24.29,92.72,2.23,normal
1186,5.52,19.53,57.99,1.09,warning
1187,5.86,27.43,80.29,2.07,normal
1188,5.0,16.92,31.77,0.67,anomaly
1189,6.17,20.0,68.44,1.61,normal
1190,6.36,22.24,66.7,1.9,normal
1191,5.49,28.76,55.52,1.37,warning
1192,5.64,29.89,42.89,1.26,warning
1193,6.21,24.69,75.6,2.24,normal
1194,6.11,24.3,83.23,2.18,normal
1195,6.25,21.2,92.64,1.78,normal
1196,5.41,18.85,57.67,1.19,warning
1197,5.88,26.42,68.64,2.3,normal
1198,7.16,16.27,26.63,0.52,anomaly
1199,5.91,21.46,72.78,1.83,normal
1200,5.85,24.03,66.39,1.97,normal
